tile_id,time,NDVI,NDWI,NDAVI,EVI,SSSII,NDTI,DII
T17RNJ,2018-12-17 16:05:01,0.050870515406131744,0.04915257543325424,-0.013058314099907875,,0.10284440964460373,-0.10284440964460373,
T17RNJ,2019-01-06 16:05:11,0.05390709638595581,0.052001457661390305,-0.020787660032510757,,0.10878467559814453,-0.10878467559814453,
T17RNJ,2019-02-05 16:05:11,0.04258604347705841,0.06966422498226166,-0.03664032369852066,,0.11478859186172485,-0.11478859186172485,
T17RNJ,2019-02-25 16:05:11,0.02734585478901863,0.08327033370733261,-0.06628601998090744,,0.11298379302024841,-0.11298379302024841,0.03744523227214813
T17RNJ,2019-03-27 16:05:11,0.03899187967181206,0.05279139429330826,-0.030735298991203308,,0.0940401554107666,-0.0940401554107666,
T17RNJ,2019-04-16 16:05:11,0.04416044056415558,0.04777437075972557,-0.009403790347278118,,0.0944361761212349,-0.0944361761212349,
T17RNJ,2019-06-25 16:05:21,0.03601251170039177,0.04905623570084572,-0.006271648686379194,,0.0878182053565979,-0.0878182053565979,
T17RNJ,2019-11-02 16:05:11,0.05021023005247116,0.021039897575974464,0.01694360189139843,,0.07396717369556427,-0.07396717369556427,
T17RNJ,2020-01-01 16:05:11,0.028976337984204292,0.0647965669631958,-0.03698737174272537,,0.0998159721493721,-0.0998159721493721,inf
T17RNJ,2020-03-01 16:05:11,0.04180829972028732,0.06672193109989166,-0.04430003464221954,,0.11120212823152542,-0.11120212823152542,
T17RNJ,2020-08-08 16:05:21,0.04150641709566116,0.033126432448625565,-0.0003565856022760272,,0.07767120003700256,-0.07767120003700256,
T17RNJ,2020-09-27 16:05:21,0.04095170274376869,0.04790222644805908,-0.017525801435112953,,0.0917082205414772,-0.0917082205414772,
T17RNJ,2020-11-26 16:05:11,0.03669891133904457,0.07676010578870773,-0.05088791996240616,,0.11835838854312897,-0.11835838854312897,
T17RNJ,2021-01-15 16:05:11,0.04839349910616875,0.06944798678159714,-0.05280130356550217,,0.12072724103927612,-0.12072724103927612,0.03742301091551781
T17RNJ,2021-02-04 16:05:11,0.041464418172836304,0.08758769929409027,-0.05665281042456627,,0.13227479159832,-0.13227479159832,
T17RNJ,2021-03-26 16:05:11,0.038350027054548264,0.061214957386255264,-0.04095936939120293,,0.10196667164564133,-0.10196667164564133,0.04514533281326294
T17RNJ,2021-04-15 16:05:11,0.04227698594331741,0.047347985208034515,-0.018035512417554855,,0.09191545099020004,-0.09191545099020004,
T17RNJ,2021-05-05 16:05:11,0.034516461193561554,0.03522835671901703,-0.00029984654975123703,,0.07196339964866638,-0.07196339964866638,
T17RNJ,2021-12-01 16:05:11,0.05277811735868454,0.04535219073295593,-0.011990802362561226,,0.10097317397594452,-0.10097317397594452,
T17RNJ,2022-01-30 16:05:11,0.03361211717128754,0.08375484496355057,-0.052154362201690674,,0.12121043354272842,-0.12121043354272842,inf
T17RNJ,2022-03-11 16:05:21,0.03580637648701668,0.06113479286432266,-0.05461655184626579,,0.09938023239374161,-0.09938023239374161,0.01625162735581398
T17RNJ,2022-04-10 16:05:11,0.04465462267398834,0.0626867488026619,-0.029959766194224358,,0.1101483404636383,-0.1101483404636383,
T17RNJ,2022-07-09 16:05:21,0.03103453479707241,0.04101605713367462,-0.013306822627782822,,0.07535985112190247,-0.07535985112190247,
T17RNJ,2022-08-18 16:05:21,0.017902782186865807,0.07286432385444641,-0.05085122585296631,,0.09303393214941025,-0.09303393214941025,
T17RNJ,2022-09-07 16:05:21,0.03109910525381565,0.06557880342006683,-0.05075261741876602,,0.09912671893835068,-0.09912671893835068,
T17RNJ,2022-11-26 16:05:11,0.0593530498445034,0.018046889454126358,0.002532509621232748,,0.07966271787881851,-0.07966271787881851,inf
T17RNJ,2022-12-06 16:05:11,0.05441409721970558,0.046946268528699875,-0.0323709174990654,,0.10447388887405396,-0.10447388887405396,0.03394565358757973
T17RNJ,2023-01-15 16:05:11,0.04936186969280243,0.06327210366725922,-0.03367900103330612,,0.11604753136634827,-0.11604753136634827,
T17RNJ,2023-03-06 16:05:11,0.044404421001672745,0.07230750471353531,-0.030564816668629646,,0.11921757459640503,-0.11921757459640503,
T17RNJ,2023-04-05 16:05:11,0.028572363778948784,0.04674709215760231,-0.04124176502227783,,0.0772695392370224,-0.0772695392370224,
T17RNJ,2023-04-15 16:05:11,0.029638851061463356,0.05657992511987686,-0.04199899360537529,,0.08810890465974808,-0.08810890465974808,0.03195260092616081
T17RNJ,2023-07-04 16:05:11,0.02426430769264698,0.04172184318304062,-0.020137252286076546,,0.06884652376174927,-0.06884652376174927,
T17RNJ,2023-07-24 16:05:11,0.038690123707056046,0.030316822230815887,0.010690306313335896,,0.07121474295854568,-0.07121474295854568,0.08956559002399445
T17RNJ,2023-09-22 16:05:11,0.028786996379494667,0.05401620641350746,-0.02928137592971325,,0.08509839326143265,-0.08509839326143265,0.05370749533176422
T17RNJ,2023-11-21 16:05:11,-0.01653197593986988,0.1355435997247696,-0.10637093335390091,,0.12885154783725739,-0.12885154783725739,-inf
T17RNJ,2023-12-31 16:05:11,0.057823799550533295,0.047701530158519745,-0.0195626188069582,,0.10869794338941574,-0.10869794338941574,inf
T17RNJ,2024-03-30 16:05:11,0.03749993443489075,0.06597405672073364,-0.0442291721701622,,0.10663489997386932,-0.10663489997386932,
T17RNJ,2024-11-15 16:05:11,0.05152202770113945,0.06487273424863815,-0.04205916449427605,,0.120192751288414,-0.120192751288414,
